IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n40;28;28;88;['ūdens', 'rapšu eļļa', 'marinēti dārzeņi', 'gurķi', 'burkāni', 'sīpoli', 'paprika', 'ziedkāposti', 'etiķis', 'aromatizētāji', 'cukurs', 'modificēta ciete', 'vājpiena pulveris', 'sinepes', 'olu dzeltenuma masa', 'jodēts sāls', 'skābuma regulētājs', 'etiķskābe', 'biezinātājs', 'ksantāna sveķi', 'konservants', 'kālija sorbāts', 'krāsviela', 'beta', 'karotīns', 'aromatizētājs', 'antioksidants', 'e385'];[': ūdens. rapšu eļļa ,\na marinēti dārzeņi {gurki, burkāni ra a 4\nenergētiskā —— 1845kj sīpoli, paprika, ziedkāposti etikis\nvērtība 995keal aromatizētāji}, cukurs, - gg\ntauku... 300 modieicēta ciete, vājpiena\n"tostarp pulveris, sinepes, olu\npiesātinātās dzeltenuma masa, jodēts sāls,\ntaukskābes... 229 skābuma regulētājs {etikskābe}\nuglaidrāti........ 189 biezinātājs {ksantāna sveki}\n" 1ostarp konservants {kālija sorbāts}\nkuri... 100 krāsviela {beta -karotīns}\nolbaltumvielas 110 aromatizētājs, antioksidants\nvi n t -\n18 {88\nieteicams līdz: skatīt atzīmi uz iepakojuma —\n, "zglabāt temperatūrā no +2 līdz +20 "c\n% pēc atvēršanas uzglabāt ledusskapī +2..+8 0\nma —————— až{cr\net razotajs: sia splive babītes pac\n\n'];2;4;['vājpiena pulveris', 'olu dzeltenuma masa'];['vājpiena', 'olu', 'karotīns', 'dzeltenuma'];2;0;2;['vājpiena', 'olu'];[];['karotīns', 'dzeltenuma']
n41;28;28;81;['rapšu eļļa', 'ūdens', 'tomātu pasta', 'cukurs', 'etiķis', 'garšvielu maisījums', 'maltodekstrīns', 'sāls', 'sīpoli', 'cukurs', 'rauga ekstrakts', 'garšvielas', 'paprika', 'burkāni', 'pastinaks', 'aromatizētājs', 'sūkalu pulveris', 'skābuma regulētājs etiķskābe', 'olu dzeltenuma pulveris', 'modificēta ciete', 'sāls', 'sinepju pulveris', 'stabilizētāji', 'ksantāna', 'guāra sveķi', 'konservants kālija sorbāts', 'krāsviela paprikas ekstrakts', 'antioksidants e385'];[': rapšu ela, ūdens tomātu\nzi * s r r r r:\nenerģētiskā 1826k pasta {5%, cukurs, etiķis, garšvielu\nvērtība... ..44dkcal —malsījums {maltodekstrīns, sāls, sīpol,\nlauki lg cukurs, rauga ekstrakts garšvielas aršvielas\niaujd piesātinātās pīkols burkāni, pastinaks, aromatizētājs, ———————\ntaukskābes .....33g — sūkalu pulveris skābuma regulētājs\nogļhidrāti... 987 etiķskābe} olu dzeltenuma pulvens\niestarp cukuri..6,5g  nodificēta ciete, sāls, sinepju pulveris,\nubaltumvielas.....1 6 —stabilzētāji {ksantāna, gvāra sveķi}\nsāls... ...... lg —konservants kālija sorbāts, krāsviela\n4 rapēmeļlasizcelsme\n—— s < iepakojuma. uzglabāt temperatūrā —- 71 |\npe — n aa aa ae ek a m\n\n'];2;3;['sūkalu pulveris', 'olu dzeltenuma pulveris'];['sūkalu pulveris', 'olu', 'dzeltenuma'];2;0;1;['sūkalu pulveris', 'olu'];[];['dzeltenuma']
n42;40;40;111;['saldskābmaize', 'rudzu milti', 'kviešu milti', 'cukurs', 'raugs', 'ķimenes', 'sāls', 'rudzu iesals', 'kviešu lipeklis', 'rapšu eļļa', 'krējuma sīpolu aromāts', 'sāls', 'sīpolu pulveris', 'dekstroze', 'garšas pastiprinātāji', 'e621', 'e635', 'cukurs', 'piena pulveris', 'kviešu proteīna olbaltumvielas', 'kviešu ekstrakts', 'ķiploku pulveris', 'siera pulveris', 'kvieši', 'siers', 'sviests', 'sāls', 'skābuma regulētājs', 'e270', 'e330', 'palmu eļļa', 'aromatizētājs', 'garšvielas', 'irdinātājs', 'e551', 'skābuma regulētājs', 'e327', 'hidrolizētas augu olbaltumvielas', 'saulespuķu eļļa', 'sāls'];[': saldskābmaize {rudzu milti, kviešu milti, cukurs, raugs,\nķimenes, sāls, rudzu iesals, kviešu lipeklis}, rapšu eļļa, krējuma sīpolu\naromats 2% {sāls, sīpolu pulveris, dekstroze, garšas pastiprinātāji:\ne621, e633, cukurs, piena pulveris, kviešu proteīna olbaltumvielas,\nkviešu ekstrakts, ķiploku pulveris, siera pulveris {kvieši, siers,\nsviests, sāls}, skābuma regulētājs: e270, e330, palmu eļļa,\naromatizētajs, garšvielas, irdinātājs: e351, skābuma regulētājs: e327,\nhidrolizētas augu olbaltumvielas, saulespuķu eļļa}, sals.\n\nenerģētiskā vērtība: 1518 kj/ 363 kcal.\n\n. 100 g produkta satur: taukus 16 g, tostarp piesātinātās taukskābes\n1,2 g, ogļhidrātus 45 g, tostarp cukurus 7,1 g, olbaltumvielas 6,0 g, sāli\n2,2 g. produkta gatavošana notiek vidē, kur var atrasties zemesriekstu,\nmandeļu, lazdu riekstu, valriekstu, pistāciju, sezama sēklu, olu, piena,\nsojas, kviešu un rudzu miltu daļiņas.\nleteicamā 1701hādanas temneratūra»+ +27202495300 t+toemneratūrā pēr\n\n'];4;8;['piena pulveris', 'siera pulveris', 'siers', 'sviests'];['krējuma', 'piena', 'siera', 'siers', 'olu', 'sīpolu pulveris', 'e621', 'sviests'];4;0;4;['piena', 'siera', 'siers', 'sviests'];[];['krējuma', 'olu', 'sīpolu pulveris', 'e621']
n43;25;25;79;['rapšu eļļa', 'ūdens', 'sinepes', 'ūdens', 'sinepju pulveris', 'cukurs', 'rapšu eļļa', 'sāls', 'skābuma regulētājs etiķskābe', 'konservants kālija sorbāts', 'etiķis', 'medus', 'olu pulveris', 'modificēta ciete', 'sāls', 'cukurs', 'stabilizētāji', 'ksantāna', 'guāra sveķi', 'krāsviela beta', 'karotīns', 'ķiploku pulveris', 'konservants kālija sorbāts', 'melnie pipari', 'antioksidants e385'];[": rapšu eļļa, ūdens,\nenerģētiskā e12644} sinepes 5,5% {ūdens, sinepju '\nvērtība... 453kcal pulveris vada tiairkiij ka\ntauki.................4} g sāls, skābuma regulētājs etiķskābe,\ntostarp piesātinātās  konservants kālija sorbāts}, etiķis.\nliukskābes... 35 medus, olu pulveris modele\nogļhidrāti ...........5,1g ciete, sāls, cukurs, stabilizētāji\nolbaltumvielas... 4g neta-karatīns, ķiploku pulvera\nsāls.................. | 06g kanservaņts kālija sorlājs menē\npipari antieksidants e385. rapšu\n— ellasizcelsme-e9--\ni —— a pe ieee ie ee s\n== j 4 ieteicams līdz skatīt atzīmi z _\n— es c iepakojuma at avēršanas 12 pā\nee k a d ž—\n\n"];2;2;['medus', 'olu pulveris'];['olu pulveris', 'medus'];2;0;0;['olu pulveris', 'medus'];[];[]
n44;21;21;144;['rapšu eļļa', 'ūdens', 'etiķis', 'cukurs', 'tomātu biezenis', 'olu dzeltenums', 'sinepju milti', 'sāls', 'modificēta ciete', 'dilles', 'garšvielas', 'krāsavielas', 'beta', 'karotīns', 'riboflavīns', 'biezinātāji', 'ksantāna sveķi', 'guāra sveķi', 'sīpolu pulveris', 'aromatizētāji', 'satur sinepju sēklas un seleriju'];[': rapšu ela, ūdens, etikis, cukurs, tomātu\nā biezenis, olu dzeltenums, sinepju milti, sals, modificēta\nciete, dilles 1,1 %, garšvielas, krāsavielas: beta-karotīns, j\nfiboflavīns, biezinātāji: ksantāna sveki, guāra sveki, sīpolu\npulveris 0,2 %, aromatizētāji {satur sinēpju sēklas un }\nsēlēriju},\nuzturvērtība 100 g: fnerģētikā vērtība 1585 k} /384 kcal,\ntauki 37 g, tostarp piesātinātās taukskābes 3,2 8, j\nl ogļhidrāti 11 8 tostarp cukuri 8,5g, —\nolbaltumvielas 1,2 g:sāls 1,2 g. "\npēc atvēršanas izlietot 8 nedēļu laikā. shit\nleteicams līdz: skatīt uz iepakojuma. nn: colca, 6d\nizplatītājs: sa eugesta un partneri, dzirciemaiela 118 " jmaules\nrīga. tālr. 67472500 d\n{* me vyya, yurimiie aanularrej, pvuuie u viņi i alvre {lunueti ne o vantin:10/\n"wucderi a tsener au rēta teur aprēs ouverture cmnsotmer de de 58\nboudion, bien čj avant vision d co gdh. fen gb, i\n"d dest an ma m podktersini / gs dē prlrā: m\nla spaniem/ espagne\nz._—{_———— n €» 8g- z\nxz———n " i nā\n\n'];1;3;['olu dzeltenums'];['olu dzeltenums', 'sīpolu pulveris', 'dest'];1;0;2;['olu dzeltenums'];[];['sīpolu pulveris', 'dest']
n45;24;24;138;['saulespuķu eļļa', 'ūdens', 'tomātu biezenis', 'etiķis', 'cukurs', 'glikozes', 'fruktozes sīrups', 'olu dzeltenums', 'sāls', 'modificēta kukurūzas ciete', 'dilles', 'vorčesteras mērce', 'miežu iesala etiķis', 'melase', 'invertcukura sīrups', 'citronu eļļa', 'sinepju pulveris', 'biezinātāji', 'ksantāna sveķi', 'guāra sveķi', 'aromatizētāji', 'krāsaviela', 'riboflavīns', 'diļļu ekstrakts'];[': saulespuku eļļa, ūdens, tomātu biezenis 15%\netiķis, cukurs, glikozes - fruktozes sīrups, olu dzeltenums,\nsāls, modificēta kukurūzas ciete, dilles 1,1 %, vorčesteras\nmērce {miežu iesala etikis, melase, invertcukura sīrups, |\nūdens, sīpoli, sāls, tamarinda ekstrakts, ķiploki, garšvielas,\n\ndik citronu eļļa}, sinepju pulveris, biezinātāji: ksantāna sveši, |\nal guāra sveķi, aromatizētāji, krāsaviela: riboflavīns, diļju " a _\n|p_ ekstrakts. i — 76 krāsā\n| uzturvērtība 100 g: enerģētikā vērtība 1540 x /5/2 y\n\ns tauki 36 g, tostarp piesātinātās taukskābes 3.1 8 o\n\nogļhidrāti 12 g, tostarp cukuri 9,3 g, ž |\n\nšu ā ae oik nelas 1,0 g, sāls2,1 8.\n\n*kiedrvielas 0,33 g, olbaltumvielas +1,0 8  mudaikā, }\n\n. atvērtu uzglabāt ledusskapī un izlietot 6 nedēļu ā\n\nleteicams līdz: skatīt uz iepakojuma ražots a iela 119b.\n\natībāie kau ulgesta un partneri, a\n\nwww nenz eu d akemant polen / pays de production, pologne\ns n\n\nm ss — n ah a10. aa rr au\n\n'];1;1;['olu dzeltenums'];['olu dzeltenums'];1;0;0;['olu dzeltenums'];[];[]
n46;18;18;151;['ūdens', 'saulespuķu eļļa', 'etiķis', 'cukurs', 'ķiploki', 'sūkalu olbaltumvielas', 'piena', 'modificēta ciete', 'sāls', 'garšvielas', 'satur sinepes', 'maurloki', 'skābe', 'citronskābe', 'biezinātāji', 'ksantāna sveķi', 'guāra sveķi', 'dabīgs aromatizētājs'];[': ūdens, saulespuķu eļļa 35%, etiķis, cukurs, ķiploki 5%, sūkalu olbaltumvielas {piena},\nmodihcēta ciete, sāls, garšvielas {satur sinepes}, maurloki, skābe {citronskābe}, biezinātāji {ksantāna sveķi gua | „a\ndēļi, dabīgs aromatizētājs. ieteicams līdz: skatīt uz vāciņa, uzglabāt sausā vietā istabas temperoturā, pēc atvēršanas uzgabāt at\niedusskapi «gb kiuslaugukaste, koostisosad: vesi, pāevalileāli 35%, āādikas, suhikur kiidslauk 5796, vadakuvalk pilmast,\nmodlitseeritud tārklis, sol, vūrtsid ņsisaldab sinepit}, murulauk, hape {pidrunhape}, paksendāja {isantaankumn,\nguarkummi}, looduslik lēfina» ja maitseaine, parim enne, vt korgilt, pārast avarnist sāllitada kulmikus, oo atom\nuno, eugesta” nibiāksties g 8, 102242 vilnius, lietuva, +37052397739 infooeugestalt «cd ipattājs 31 āā} : āā\n. u} partneri, dzirciema iela 1196, lv-1055, rīga, latvija, +37167472500, officedeugesta.v d nstj: 10\ntslns, rukki tee, lehrmja 75306, eesti !\natasntte}, nfooeugota ee e} { a 420 g " 400 mm\n< ieee\n=== u ul\nee os fnergineverte/ enerģētiskā vērtība! 963/371\n——— fnergiasisaldus 3g\nmm 0 pietam ta km ši\nu "— en\n— kam ly socuju ne ē\na se er—aāa o piespīnātās taulelābes! 199 -_\n\n'];2;2;['sūkalu olbaltumvielas', 'piena'];['sūkalu', 'piena'];2;0;0;['sūkalu', 'piena'];[];[]
n47;11;12;103;['rapšu eļļa', 'tomātu biezenis', 'etiķis', 'cukurs', 'olu dzeltenums', 'ciete', 'sāls', 'sinepju sēklas', 'garšvielu un garšaugu ekstrakti', 'satur selerijas', 'antioksidants', 'kalcija dinātrija edta'];[': rapšu eļja 40%, tomātu bie-\nzenis 22%, etiķis, cukurs, olu dzeltenums\n3%", ciete, sāls, sinepju sēklas, garšvielu\njn garšaugu ekstrakti {satur selerijas}, su\nantioksidants: kalcija dinātrija edta\n* brivas turēšanas apstākļos dētas olas. a aa\nuzturvērtība: 100g produkta satur:\nņ enerģgētikā vērtība e12124}/ 432kcal,\noxx tauki 40,8g, tostarp piesātin. taukskābes ge e00 —\nstor 3.18, ogļhidrāti 14,7g, tostarp cukuri iig 8\n«d - oibaltumvielas 0,9g sals 1,56. 4 € cap}\n= pēc atvēršanas uzglabāt ledusskapi. }. menz _—\n> ieteicams līdz: skatīt uz iepakojuma. jubin.\n| wubte ražots: polijā. izplatītājs: sia eugesta un pzcou\nf z partneri, dzirciema iela 119b, riga\nd tālr. +37167472500\nn typical per " vu\nsr 1009 at\n= ss.\na so enerav 1812k -\n\n'];1;2;['olu dzeltenums'];['olu dzeltenums', 'olas'];1;0;1;['olu dzeltenums'];[];['olas']
n48;40;40;106;['ūdens', 'rapšu eļļa', 'invertcukura sīrups', 'sarkanvīna etiķis', 'konservēts sarkana paprika', 'ananāsu sulas koncentrāts', 'sinepju sēklas', 'kornišoni', 'cukurs', 'garšvielas', 'ķimenes', 'paprika', 'kajēnas pipari', 'oregano', 'kurkuma', 'koriandrs', 'ingvers', 'krustnagliņas', 'melnie pipari', 'baltie pipari', 'piparmētra', 'rozā pipari', 'zaļie pipari', 'čili', 'olu dzeltenuma pulveris', 'modificēta ciete', 'sāls', 'etiķis', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'sīpoli', 'ķiploki', 'ābolu etiķis', 'konservanti', 'e202', 'e211', 'garšas pastiprinātāji', 'e621', 'aromatizētāji'];[": ūdens, rapšu eļļa, invertcukura\nsīrups, sarkanvīna etiķis, konservēts sarkana\npaprika {6%}, ananāsu sulas koncentrāts,\nsinepju sēklas, kornišoni, cukurs, garšvielas\niķimenes, paprika, kajēnas pipari, a zena,\nkurkuma, koriandrs, ingvers, krustnagliņas,\nmelnie pipari, baltie ou piparmētra, rozā\npipari, zaļie pipari, čili}, olu dzeltenuma pul-\nveris, modificēta ciete, sāls, etiķis, biezinātāji\n, bats sveķi, ksantāna sveķi}, z ķiploki,\nābolu etiķis, konservanti {e202, e211}, garšas '\npastiprinātāji {e621}, aromatizētāji.\nloksutada! sakrata!\nā sailitamine aaa peioļies poa\nēc atvēršanas: aukstā uzg ja. ā\navamine: keera kork lahti ja eemalda tihend | a\nenne kasutamist. gav -\natvēršana: noskrūvēt plastmasas vāciņu,\nnoņemat nost aizsargplēvi.\ntoitevaārtus/100 g + uzturvielas/100 g: |\nge me 1327/320 kj/kcal\nnerģētiskā vērtība\n' rasvad / tauki 28 a pr we m1 po |\n\n"];1;3;['olu dzeltenuma pulveris'];['olu', 'dzeltenuma', 'e621'];1;0;2;['olu'];[];['dzeltenuma', 'e621']
n49;17;17;111;['ūdens', 'zirņi', 'kartupeļi', 'cūkgaļa kūpināta', 'cūkgaļa', 'ķiploki', 'sāls', 'melnie pipari', 'burkāni', 'sīpoli', 'rapšu eļļa', 'grūbas', 'sāls', 'rauga ekstrakts', 'kviešu milti', 'kartupeļu šķiedras', 'garšvielas'];[': "— 700 cbmhm\nūdens, zirņi {28%}, kartupeļi, cūkgaļa kūpināta {9%} {cūkgaļa, bojļa, ropox {234 nepabie\nķiploki, sāls, mainas pi \'} dona sīpoliīfāpšu eļļa, prūbas sāls, {cawhuma, mo — 9 ne konnekaa cu\nnuga ekstrakts, kviešu milti, kartupeļu šķiedras, garšvielas, pamooboe man, nepnobas kpyņa} con ga\nea ma "eee ai mnr n o muman ,\n100g produkta uzturvērtība / — "pa aptoņejoka koneruattbu\nmeta uennoctb 100 r nponykta akota vz ainas mums i torem\nenerģētiskā vērtība / 586 kj / kid pums | para nņovanopetea\nmepretmneckam uehnoctl 140 kcal / kkan\ntauki / mkupu 710g/r\n. "starp piesātinātās taukskābes / 14g/r\nom nmono nacbiuenubie mmphblē kmcnotl\nklkidrāti / vrnenonui 18,49 /\n0a 48/r\ntostarp cukuri / 8 tom uncne caxapa 146g/r ž\nnealtumvietas / benxu 59g/r l\nms ganu vēja neto maaca / marea uetta |\n\n'];2;4;['cūkgaļa kūpināta', 'cūkgaļa'];['cūkgaļa', 'cūkgaļa', 'ainas', 'ganu'];2;0;2;['cūkgaļa', 'cūkgaļa'];[];['ainas', 'ganu']
n50;17;17;74;['ūdens', 'zirņi', 'kartupeļi', 'cūkgaļa kūpināta', 'cūkgaļa', 'ķiploki', 'sāls', 'melnie pipari', 'burkāni', 'sīpoli', 'rapšu eļļa', 'grūbas', 'sāls', 'rauga ekstrakts', 'kviešu milti', 'kartupeļu šķiedras', 'garšvielas'];[': m a\nūdens, zirņi {23%}, kartupeli, cūkgaļa kūpināta {9%} {cūkgala, bora, topox {23%} mag\nķiploki, sāls, melnie pipari}, burkāni, sīpoli, rapšu ella, grūbas, sāls, = emwuna, vecu, cen\nauga ekstrakts, kviešu milti, kartupeļu šķiedras, garšvielas. pancoboe naca, nepi\nsal abata m immenmuaauga m\n100g produkta uzturvērtība / —\ntuesasa uennoct56 100 r npoaykta zaraina\nenerģētiskā vērtība / 686ki/wfia ražošanas ai\nmeprermueckaa uehhoctb 140 kcal / «kan\ntauki / xkupsi t 10g/r\n| wstarp piesātinātās taukskābes / 1,4 g\nb8 tom umcnēe nāckhiīneamnanas sm sazzamaa ja 2 nn ti\n\n'];2;2;['cūkgaļa kūpināta', 'cūkgaļa'];['cūkgaļa', 'cūkgala'];2;0;0;['cūkgaļa', 'cūkgala'];[];[]
n51;17;17;74;['ūdens', 'zirņi', 'kartupeļi', 'cūkgaļa kūpināta', 'cūkgaļa', 'ķiploki', 'sāls', 'melnie pipari', 'burkāni', 'sīpoli', 'rapšu eļļa', 'grūbas', 'sāls', 'rauga ekstrakts', 'kviešu milti', 'kartupeļu šķiedras', 'garšvielas'];[': f 93\nidens, zirņi {23%}, kartupeli, cūkgaļa kūpināta {9%} {cūkgaļa, izaltidua. gents\nķiploki, sāls, melnie pipari}, burkāni, sīpoli, rapšu eļļa, er rem sāls, pancoboe macno, nepnosas\nauga ekstrakts, kviešu milti, kartupeļu šķiedras, garšvielas. nnnehmuhas mņka, kopto{\n100g produkta uzturvērtība / ieteicams līdz un partijas\nmuebas uehhoctb 100 r npoaykta kv ua ražošanas datums / hate\nenerģētiskā vērtība / 586 ļ\njmepretmuecckas uehhoctb 140 kcal / kkan\ntauki / kuppi t togir\n0starp piesātinātās taukskābes / 1,4g/r\n0 o ā mce hacbiwchhbie mmphbic kmc/notb!\nph: mā fa\n\n'];2;2;['cūkgaļa kūpināta', 'cūkgaļa'];['cūkgaļa', 'cūkgaļa'];2;0;0;['cūkgaļa', 'cūkgaļa'];[];[]
n52;16;16;104;['ūdens', 'rapšu eļļa', 'tomātu pasta', 'cukurs', 'modificēta ciete', 'sāls', 'vājpiena pulveris', 'skābuma regulētājs', 'etiķskābe', 'biezinātāji', 'guāra sveķi', 'ksantāna sveķi', 'garšvielas', 'aromatizētāji', 'konservants', 'kālija sorbāts'];[': ūdens, rapšu eļļa, tomātu pasta, cukurs, modificēta\n_-— ciete, sāls, vājpiena pulveris, skābuma regulētājs {etiķskābe},\n\nss biezinātāji {guāra sveķi, ksantāna sveķi}, garšvielas, aromatizētaji,\n\nel konservants {kālija sorbāts}.\ni 2 produkta vidējā uzturvērtība 100 g: | ieteicams līdz:\nbe 6 enerģētiskā vē skatīt atzīmi uz iepakojuma. m a\n — žž fkā vērība pokionr nes. ok m * uzglabāt emperatīrā\nž : ps : tostar a siina as tikaj 5: 6.\n\nā lrtd guku a... eeeennena bo uzglabāt ledusskapi. "\no dalumvielas aaa 07\ns ša | neto: 809 |\n\nda ko kļeu iēžotājs: sa „orda fonds latvija” ziaigēn ea, m8\n\ntes, rf la spilve, babītes pag., babītes nov., lv-2101, latvija. a a f aa „—\n\n'];1;1;['vājpiena pulveris'];['vājpiena pulveris'];1;0;0;['vājpiena pulveris'];[];[]
n53;25;25;98;['ūdens', 'rapšu eļļa', 'cukurs', 'vājpiena pulveris', 'siers', 'siera aromatizētājs', 'satur', 'sūkalu pulveri', 'siera pulveri', 'sinepju pulveris', 'olu dzeltenuma puveris', 'ķiploki', 'sīpoli', 'vorčesteras mērce', 'sāls', 'biezinātāji', 'modificēta ciete', 'guāra sveķi', 'ksantāna sveķi', 'garšvielas', 'skābuma regulētāji', 'etiķskābe', 'pienskābe', 'konservants', 'kālija sorbāts'];[': ūdens, i ž eļļa, cukurs, vājpiena pulveris, siers, siera\n| aromatizētājs or sūkalu pulveri, siera pulveri}, sinepju a: olu\ndzeltenuma pulveris, ķiploki, sīpoli, vorčesteras mērce, sāls, biezinātāj\n{modificēta ciete, guāra sveķi, ksantāna sveki}, garšvielas, skābuma\nregulētāji {etiķskābe, pienskābe}, konservants {kālija sorbāts}. ,\niii āā?ī?ī?ī?ī?ī?:?:x:x:x:x:x:x:?:?:?:?:iiiiiiiii i nn n en\nprodukta vidējā uzturvērtība 100 g: pieejas ipekamā ——\ni 0 20 |. urgabētiempectīš\nīodeli piesātinātās taukskābes ....... 29 0.129 u\n00 pr i n n 6g | pēc atvēršanas\nolbaltumvielas 15 ķ +\ns o neto: 3/9g : ā\nt —————— .\nražotājs: sia: „orkla foods latvija", zvaigzņu iela !,\n\'orkla spilve, babītes pag., babītes nov., {2101. a\nbezmaksas tālrunis atsauksmēm {+371} 80004450.\nwww.spilva,lv\n} pn e44022? 090010 tām!\n\n'];6;7;['vājpiena pulveris', 'siers', 'siera aromatizētājs', 'sūkalu pulveri', 'siera pulveri', 'olu dzeltenuma puveris'];['vājpiena pulveris', 'siers', 'siera', 'sūkalu', 'siera', 'olu', 'a dzeltenuma'];6;0;1;['vājpiena pulveris', 'siers', 'siera', 'sūkalu', 'siera', 'olu'];[];['a dzeltenuma']
n54;26;26;115;['rapšu eļļa', 'ūdens', 'cukurs', 'sarkanvīna etiķis', 'sinepes', 'ūdens', 'sinepju sēklas', 'cukurs', 'etiķis', 'sāls', 'tomātu pasta', 'olu dzeltenums', 'jodēts sāls', 'garšvielas', 'tai skaitā čili pipari', 'modificēta ciete', 'skābuma regulētājs', 'citronskābe', 'biezinātājs', 'ksantāna sveķi', 'konservants', 'kālija sorbāts', 'krāsviela', 'paprikas ekstrakts', 'antioksidants', 'e385'];[': rapšu eļļa, ūdens, cukurs, sarkanvīna etiķis, sinepes {ūdens,\nsee sinepju sēklas, cukurs, etiķis, sāls}, tomātu pasta 3%, olu dzeltenums\naus jodēts sāls, garšvielas {tai skaitā čili pipari 0,2%}, modificēta ciete, skābuma\nts "g {attronskābe}, biezinātājs. {ksantāna vek konservants {kālija\nmu. sorbāts}, krāsviela {paprikas ekstrakts}, antioksidants {e385}.\naaa produkta vidējā uzturvērtība 100 g: fleam t akanu\na as | pele piesātinātās taukskābes ....::2,69 0.120 u.\nmm % "„oglidrāi e45} pēc atvēršanas.\nlr , š tostarp cukuri ka t a 134. uzglabāt ledusskapi.\n3 24 olbaltumvielas i m8\n. ee bai neto e3100\ntita — " ražotājs: sia „orkla foods latvija", zvaigžņu iela 1.\n1s f os a „orkla fooc , ūni latvija\n: spilve, babītes pag., babītes nov., lv-21v i,\n| orkla aizmalms i duns atsauksmēm {+371} gopatss\n: www enilva |v .\n\n'];1;3;['olu dzeltenums'];['olu dzeltenums', 'akanu', 'pele'];1;0;2;['olu dzeltenums'];[];['akanu', 'pele']
